,order_number,order_date,customer_names,channel,product_name,order_quantity,unit_price,revenue,total unit cost,state,county,state_name,region,lat,long,budget,total_cost,profit,profit_margin_pct,order_month_name,order_month_num,order_month
34021,SO - 0001879,14-03-2016,Oba Company,Wholesale,Product 11,7,2432.1,17024.7,1021.482,NM,Sandoval County/Bernalillo County,New Mexico,West,35.28507,-106.69887,,7150.374,9874.326,58,March,3,2016-03
34022,SO - 0002753,14-03-2016,Actavis Company,Wholesale,Product 3,6,3939.6,23637.6,2836.512,IA,Story County,Iowa,Midwest,42.03471,-93.61994,,17019.072,6618.528,28,March,3,2016-03
34023,SO - 0003638,14-03-2016,Cogidoo Company,Export,Product 2,5,790.6,3953,656.198,GA,Clarke County,Georgia,South,33.95219,-83.36715,,3280.99,672.01,17,March,3,2016-03
34024,SO - 0004299,14-03-2016,Dazzlesphe Corp,Wholesale,Product 13,8,1078.7,8629.6,733.516,FL,Broward County,Florida,South,26.27119,-80.2706,,5868.128,2761.472,32,March,3,2016-03
34025,SO - 0005579,14-03-2016,Natures Group,Distributor,Product 14,7,1058.6,7410.2,899.81,NY,Monroe County,New York,Northeast,43.2134,-77.57972,,6298.67,1111.53,15,March,3,2016-03
34026,SO - 0005879,14-03-2016,Blogspan Ltd,Wholesale,Product 1,6,227.8,1366.8,109.344,NY,New York County,New York,Northeast,40.72833,-73.99417,,656.064,710.736,52,March,3,2016-03
34027,SO - 0010648,14-03-2016,Aimbo Corp,Wholesale,Product 14,6,2519.2,15115.2,1914.592,AR,Craighead County,Arkansas,South,35.8423,-90.70428,,11487.552,3627.648,24,March,3,2016-03
34028,SO - 0010644,14-03-2016,Rooxo Company,Wholesale,Product 5,9,3035.1,27315.9,1335.444,CA,Orange County,California,West,33.60002,-117.672,,12018.996,15296.904,56,March,3,2016-03
34029,SO - 0009887,14-03-2016,Flipstorm Group,Wholesale,Product 4,10,737,7370,449.57,CA,San Diego County,California,West,32.64,-117.08417,,4495.7,2874.3,39,March,3,2016-03
34030,SO - 0002471,15-03-2016,Tekfly Group,Wholesale,Product 25,9,2680,24120,2090.4,MI,Macomb County,Michigan,Midwest,42.58031,-83.0302,,18813.6,5306.4,22,March,3,2016-03
34031,SO - 0007757,15-03-2016,WOCKHARDT Group,Wholesale,Product 26,12,5406.9,64882.8,4325.52,IA,Polk County,Iowa,Midwest,41.72971,-93.60577,,51906.24,12976.56,20,March,3,2016-03
34032,SO - 0009906,15-03-2016,State Ltd,Wholesale,Product 23,9,3698.4,33285.6,2773.8,MA,Worcester County,Massachusetts,Northeast,42.26259,-71.80229,,24964.2,8321.4,25,March,3,2016-03
34033,SO - 000405,15-03-2016,Zoomdog Corp,Wholesale,Product 28,6,3986.5,23919,2670.955,IL,Peoria County,Illinois,Midwest,40.74495,-89.60964,,16025.73,7893.27,33,March,3,2016-03
34034,SO - 0001029,15-03-2016,Pacific Ltd,Distributor,Product 15,8,3892.7,31141.6,2257.766,MI,Wayne County,Michigan,Midwest,42.30754,-83.48577,,18062.128,13079.472,42,March,3,2016-03
34035,SO - 0002904,15-03-2016,Epic Group,Wholesale,Product 13,6,1105.5,6633,541.695,CT,Hartford County,Connecticut,Northeast,41.77524,-72.52443,,3250.17,3382.83,51,March,3,2016-03
34036,SO - 0003265,15-03-2016,Aibox Company,Wholesale,Product 20,8,3973.1,31784.8,1708.433,NJ,Hudson County,New Jersey,Northeast,40.72816,-74.07764,,13667.464,18117.336,57,March,3,2016-03
34037,SO - 0003943,15-03-2016,Yombu Corp,Wholesale,Product 1,8,1192.6,9540.8,500.892,VA,Fairfax County,Virginia,South,38.96872,-77.3411,,4007.136,5533.664,58,March,3,2016-03
34038,SO - 0005927,15-03-2016,Internatio Company,Wholesale,Product 2,9,221.1,1989.9,161.403,MO,St. Louis County,Missouri,Midwest,38.78922,-90.32261,,1452.627,537.273,27,March,3,2016-03
34039,SO - 0007018,15-03-2016,Janyx Group,Wholesale,Product 28,11,180.9,1989.9,74.169,MO,St. Louis city,Missouri,Midwest,38.62727,-90.19789,,815.859,1174.041,59,March,3,2016-03
34040,SO - 0010592,15-03-2016,Realbuzz Ltd,Wholesale,Product 5,5,1112.2,5561,633.954,CA,Santa Clara County,California,West,37.44188,-122.14302,,3169.77,2391.23,43,March,3,2016-03
34041,SO - 0008505,15-03-2016,Mylan Corp,Wholesale,Product 4,7,3155.7,22089.9,2208.99,WY,Natrona County,Wyoming,West,42.86663,-106.31308,,15462.93,6626.97,30,March,3,2016-03
34042,SO - 0002842,15-03-2016,Pixoboo Corp,Export,Product 30,6,1018.4,6110.4,427.728,MD,Montgomery County,Maryland,South,39.07955,-77.07303,,2566.368,3544.032,58,March,3,2016-03
34043,SO - 0005536,15-03-2016,Dazzlesphe Corp,Wholesale,Product 5,7,737,5159,390.61,UT,Weber County,Utah,West,41.223,-111.97383,,2734.27,2424.73,47,March,3,2016-03
34044,SO - 0006247,15-03-2016,Feednation Corp,Distributor,Product 3,7,1675,11725,1323.25,FL,Miami-Dade County,Florida,South,25.81954,-80.35533,,9262.75,2462.25,21,March,3,2016-03
34045,SO - 0006538,15-03-2016,Organon Corp,Wholesale,Product 18,8,1098.8,8790.4,450.508,NY,Schenectady County,New York,Northeast,42.81424,-73.93957,,3604.064,5186.336,59,March,3,2016-03
34046,SO - 0006577,15-03-2016,True Ltd,Wholesale,Product 13,9,6478.9,58310.1,5183.12,TX,Collin County/Denton County/Dallas County,Texas,South,32.98836,-96.89977,,46648.08,11662.02,20,March,3,2016-03
34047,SO - 0006744,15-03-2016,Thoughtmix Ltd,Distributor,Product 1,9,5025,45225,3567.75,IL,Will County,Illinois,Midwest,41.59381,-88.19968,,32109.75,13115.25,29,March,3,2016-03
34048,SO - 0007182,15-03-2016,Accudial Company,Wholesale,Product 17,6,1051.9,6311.4,809.963,NJ,Mercer County,New Jersey,Northeast,40.21705,-74.74294,,4859.778,1451.622,23,March,3,2016-03
34049,SO - 0007262,15-03-2016,Mydo Corp,Export,Product 15,11,3343.3,36776.3,1604.784,TX,Jones County/Taylor County,Texas,South,32.45451,-99.73815,,17652.624,19123.676,52,March,3,2016-03
34050,SO - 0010662,15-03-2016,MEIJER Corp,Wholesale,Product 15,6,2921.2,17527.2,2307.748,OK,Canadian County/Pottawatomie County/Oklahoma County/Cleveland County,Oklahoma,South,35.46708,-97.51366,,13846.488,3680.712,21,March,3,2016-03
34051,SO - 0008444,15-03-2016,Buzzbean Group,Wholesale,Product 25,12,1165.8,13989.6,722.796,CO,Arapahoe County,Colorado,West,39.57916,-104.87692,,8673.552,5316.048,38,March,3,2016-03
34052,SO - 0002286,15-03-2016,SEINDNI Corp,Wholesale,Product 12,5,221.1,1105.5,95.073,TX,Hays County/Williamson County/Travis County,Texas,South,30.30394,-97.75436,,475.365,630.135,57,March,3,2016-03
34053,SO - 0002819,15-03-2016,Voolia Ltd,Wholesale,Product 22,8,2398.6,19188.8,1798.95,CA,Contra Costa County,California,West,37.77993,-121.97802,,14391.6,4797.2,25,March,3,2016-03
34054,SO - 0002888,15-03-2016,Colgate-Pa Group,Wholesale,Product 9,11,3832.4,42156.4,2107.82,NV,Clark County,Nevada,West,36.21108,-115.07306,,23186.02,18970.38,45,March,3,2016-03
34055,SO - 0003496,15-03-2016,Safecor Corp,Wholesale,Product 30,6,187.6,1125.6,99.428,AR,Pulaski County,Arkansas,South,34.76954,-92.26709,,596.568,529.032,47,March,3,2016-03
34056,SO - 0003529,15-03-2016,SUPERVALU Ltd,Wholesale,Product 28,12,2479,29748,1065.97,CA,San Diego County,California,West,32.79477,-116.96253,,12791.64,16956.36,57,March,3,2016-03
34057,SO - 0004558,15-03-2016,SAFEWAY Ltd,Wholesale,Product 15,8,3872.6,30980.8,1742.67,CA,San Diego County,California,West,33.11921,-117.08642,,13941.36,17039.44,55,March,3,2016-03
34058,SO - 0006557,15-03-2016,Fatz Group,Distributor,Product 2,8,817.4,6539.2,514.962,ND,Cass County,North Dakota,Midwest,46.87719,-96.7898,,4119.696,2419.504,37,March,3,2016-03
34059,SO - 0009165,15-03-2016,Zooveo Company,Wholesale,Product 26,6,3530.9,21185.4,1482.978,LA,Calcasieu Parish,Louisiana,South,30.22659,-93.21738,,8897.868,12287.532,58,March,3,2016-03
34060,SO - 0008462,15-03-2016,Mydeo Ltd,Wholesale,Product 25,12,1072,12864,868.32,NV,Clark County,Nevada,West,36.10803,-115.245,,10419.84,2444.16,19,March,3,2016-03
34061,SO - 000790,15-03-2016,Browsetype Corp,Distributor,Product 13,12,3886,46632,2720.2,NV,Clark County,Nevada,West,36.21108,-115.07306,,32642.4,13989.6,30,March,3,2016-03
34062,SO - 0002485,15-03-2016,Revitol Company,Distributor,Product 24,9,2914.5,26230.5,2389.89,CA,San Bernardino County,California,West,34.1064,-117.59311,,21509.01,4721.49,18,March,3,2016-03
34063,SO - 0003056,15-03-2016,Vinte Group,Wholesale,Product 30,12,3932.9,47194.8,2045.108,AZ,Maricopa County,Arizona,West,33.4356,-112.3496,,24541.296,22653.504,48,March,3,2016-03
34064,SO - 0007605,15-03-2016,Linkbuzz Ltd,Wholesale,Product 14,7,1835.8,12850.6,1193.27,NJ,Middlesex County,New Jersey,Northeast,40.54564,-74.46082,,8352.89,4497.71,35,March,3,2016-03
34065,SO - 0008063,15-03-2016,Jabbercube Corp,Wholesale,Product 5,9,6472.2,58249.8,4983.594,OH,Montgomery County,Ohio,Midwest,39.75895,-84.19161,,44852.346,13397.454,23,March,3,2016-03
34066,SO - 0008979,15-03-2016,Browsebug Company,Wholesale,Product 24,11,2412,26532,1688.4,FL,Miami-Dade County,Florida,South,25.8576,-80.27811,,18572.4,7959.6,30,March,3,2016-03
34067,SO - 0009666,15-03-2016,Eayo Company,Export,Product 18,10,1782.2,17822,1301.006,VA,Hampton city,Virginia,South,37.02987,-76.34522,,13010.06,4811.94,27,March,3,2016-03
34068,SO - 000343,15-03-2016,Cogidoo Company,Wholesale,Product 25,11,6391.8,70309.8,4793.85,CA,Orange County,California,West,33.66946,-117.82311,,52732.35,17577.45,25,March,3,2016-03
34069,SO - 0001003,15-03-2016,Skajo Ltd,Distributor,Product 26,5,6512.4,32562,5144.796,CT,Hartford County,Connecticut,Northeast,41.77524,-72.52443,,25723.98,6838.02,21,March,3,2016-03
34070,SO - 0001308,15-03-2016,Gigabox Group,Distributor,Product 18,8,897.8,7182.4,736.196,CA,Orange County,California,West,33.52253,-117.70755,,5889.568,1292.832,18,March,3,2016-03
34071,SO - 0001457,15-03-2016,Flipstorm Group,Export,Product 6,6,1293.1,7758.6,685.343,CA,Los Angeles County,California,West,33.88835,-118.30896,,4112.058,3646.542,47,March,3,2016-03
34072,SO - 0002576,15-03-2016,Cogilith Group,Wholesale,Product 3,12,1098.8,13185.6,725.208,CA,San Joaquin County,California,West,37.9577,-121.29078,,8702.496,4483.104,34,March,3,2016-03
34073,SO - 0002852,15-03-2016,Skajo Ltd,Distributor,Product 19,8,2398.6,19188.8,1535.104,NC,Durham County/Wake County,North Carolina,South,35.8306,-78.64177,,12280.832,6907.968,36,March,3,2016-03
34074,SO - 0004453,15-03-2016,Zoonoodle Ltd,Wholesale,Product 20,5,1058.6,5293,656.332,CA,Fresno County,California,West,36.74773,-119.77237,,3281.66,2011.34,38,March,3,2016-03
34075,SO - 0005639,15-03-2016,Geiss Company,Export,Product 2,5,227.8,1139,186.796,NY,Queens County,New York,Northeast,40.75,-73.86667,,933.98,205.02,18,March,3,2016-03
34076,SO - 0005799,15-03-2016,WOCKHARDT Group,Export,Product 19,11,167.5,1842.5,132.325,MI,Wayne County,Michigan,Midwest,42.24087,-83.26965,,1455.575,386.925,21,March,3,2016-03
34077,SO - 0006165,15-03-2016,Mydeo Ltd,Wholesale,Product 15,12,241.2,2894.4,103.716,IL,DuPage County,Illinois,Midwest,41.76635,-88.2009,,1244.592,1649.808,57,March,3,2016-03
34078,SO - 0006718,15-03-2016,Realcube Company,Export,Product 20,8,917.9,7343.2,541.561,CA,Los Angeles County,California,West,33.83141,-118.28202,,4332.488,3010.712,41,March,3,2016-03
34079,SO - 0007213,15-03-2016,Voolith Ltd,Wholesale,Product 6,12,844.2,10130.4,379.89,FL,Pinellas County,Florida,South,28.07807,-82.76371,,4558.68,5571.72,55,March,3,2016-03
34080,SO - 0010448,15-03-2016,Zoonder Group,Wholesale,Product 8,10,3959.7,39597,3088.566,OH,Montgomery County,Ohio,Midwest,39.62657,-84.26395,,30885.66,8711.34,22,March,3,2016-03
34081,SO - 0009718,15-03-2016,NCS Group,Distributor,Product 4,11,2787.2,30659.2,1839.552,IN,Johnson County,Indiana,Midwest,39.58265,-86.095,,20235.072,10424.128,34,March,3,2016-03
34082,SO - 0010206,15-03-2016,Internatio Company,Wholesale,Product 13,9,1896.1,17064.9,1156.621,CA,San Bernardino County,California,West,34.53611,-117.29116,,10409.589,6655.311,39,March,3,2016-03
34083,SO - 0010519,15-03-2016,Bath Group,Wholesale,Product 11,10,2271.3,22713,1748.901,WA,Pierce County,Washington,West,47.14121,-122.27012,,17489.01,5223.99,23,March,3,2016-03
34084,SO - 0010228,15-03-2016,Zoonoodle Ltd,Distributor,Product 15,12,1159.1,13909.2,707.051,NV,Clark County,Nevada,West,36.17497,-115.13722,,8484.612,5424.588,39,March,3,2016-03
34085,SO - 000238,16-03-2016,Sanum-Kehl Group,Wholesale,Product 1,9,737,6633,456.94,CT,Fairfield County,Connecticut,Northeast,41.07986,-73.54603,,4112.46,2520.54,38,March,3,2016-03
34086,SO - 000320,16-03-2016,Gabvine Ltd,Distributor,Product 25,8,2519.2,20153.6,2040.552,IN,Elkhart County,Indiana,Midwest,41.68199,-85.97667,,16324.416,3829.184,19,March,3,2016-03
34087,SO - 0006387,16-03-2016,Shuffledri Group,Wholesale,Product 26,12,3242.8,38913.6,1751.112,NY,Richmond County/Queens County/Kings County/New York County/Bronx County,New York,Northeast,40.66347,-73.9387,,21013.344,17900.256,46,March,3,2016-03
34088,SO - 0006405,16-03-2016,Mydo Corp,Export,Product 2,11,857.6,9433.6,514.56,TX,Jefferson County,Texas,South,30.08605,-94.10185,,5660.16,3773.44,40,March,3,2016-03
34089,SO - 0007835,16-03-2016,NCS Group,Export,Product 3,11,2619.7,28816.7,1231.259,NC,Gaston County,North Carolina,South,35.26208,-81.1873,,13543.849,15272.851,53,March,3,2016-03
34090,SO - 0010022,16-03-2016,Aibox Company,Wholesale,Product 2,5,247.9,1239.5,185.925,CA,Orange County,California,West,33.87029,-117.92534,,929.625,309.875,25,March,3,2016-03
34091,SO - 0001589,16-03-2016,BTA Corp,Wholesale,Product 23,12,5641.4,67696.8,4343.878,OK,Oklahoma County,Oklahoma,South,35.44951,-97.3967,,52126.536,15570.264,23,March,3,2016-03
34092,SO - 0002602,16-03-2016,Browsebug Company,Wholesale,Product 15,7,3785.5,26498.5,1514.2,GA,Dougherty County,Georgia,South,31.57851,-84.15574,,10599.4,15899.1,60,March,3,2016-03
34093,SO - 0002656,16-03-2016,Divanoodle Ltd,Wholesale,Product 5,6,2291.4,13748.4,1649.808,MI,Kent County,Michigan,Midwest,42.96336,-85.66809,,9898.848,3849.552,28,March,3,2016-03
34094,SO - 0006857,16-03-2016,Cadila Ltd,Wholesale,Product 11,12,5494,65928,4010.62,IL,Kane County,Illinois,Midwest,41.76887,-88.31893,,48127.44,17800.56,27,March,3,2016-03
34095,SO - 0009140,16-03-2016,CARDINAL Group,Wholesale,Product 29,7,984.9,6894.3,679.581,TX,El Paso County,Texas,South,31.75872,-106.48693,,4757.067,2137.233,31,March,3,2016-03
34096,SO - 0001888,16-03-2016,Yombu Corp,Distributor,Product 30,11,1125.6,12381.6,855.456,IL,Will County,Illinois,Midwest,41.59381,-88.19968,,9410.016,2971.584,24,March,3,2016-03
34097,SO - 0003772,16-03-2016,NCS Group,Wholesale,Product 5,10,1989.9,19899,1452.627,MA,Middlesex County,Massachusetts,Northeast,42.37649,-71.23561,,14526.27,5372.73,27,March,3,2016-03
34098,SO - 0005831,16-03-2016,Aromaticos Company,Export,Product 2,5,268,1340,176.88,UT,Weber County,Utah,West,41.223,-111.97383,,884.4,455.6,34,March,3,2016-03
34099,SO - 0009089,16-03-2016,Cadila Ltd,Wholesale,Product 1,8,268,2144,147.4,CA,Alameda County,California,West,37.80437,-122.2708,,1179.2,964.8,45,March,3,2016-03
34100,SO - 000133,16-03-2016,SHISEIDO Ltd,Export,Product 2,12,3919.5,47034,2077.335,CT,Fairfield County,Connecticut,Northeast,41.07986,-73.54603,,24928.02,22105.98,47,March,3,2016-03
34101,SO - 0005118,16-03-2016,Tambee Company,Distributor,Product 25,7,5514.1,38598.7,2315.922,MD,Baltimore city,Maryland,South,39.29038,-76.61219,,16211.454,22387.246,58,March,3,2016-03
34102,SO - 0006988,16-03-2016,Skajo Ltd,Wholesale,Product 26,7,944.7,6612.9,462.903,OK,Comanche County,Oklahoma,South,34.60869,-98.39033,,3240.321,3372.579,51,March,3,2016-03
34103,SO - 0007683,16-03-2016,Holston Company,Wholesale,Product 25,5,1715.2,8576,1063.424,CA,Marin County,California,West,38.10742,-122.5697,,5317.12,3258.88,38,March,3,2016-03
34104,SO - 0001554,16-03-2016,Golden Corp,Wholesale,Product 2,7,1125.6,7879.2,495.264,NJ,Hudson County,New Jersey,Northeast,40.79416,-74.02495,,3466.848,4412.352,56,March,3,2016-03
34105,SO - 0002819,16-03-2016,Voolia Ltd,Wholesale,Product 22,8,2398.6,19188.8,1798.95,CO,Boulder County,Colorado,West,40.01499,-105.27055,,14391.6,4797.2,25,March,3,2016-03
34106,SO - 0009909,16-03-2016,State Ltd,Wholesale,Product 25,10,1045.2,10452,679.38,CA,Los Angeles County,California,West,33.95474,-118.21202,,6793.8,3658.2,35,March,3,2016-03
34107,SO - 0001328,16-03-2016,Wordpedia Ltd,Distributor,Product 21,11,2653.2,29185.2,1247.004,CA,Los Angeles County,California,West,33.9164,-118.35257,,13717.044,15468.156,53,March,3,2016-03
34108,SO - 0003033,16-03-2016,Pacific Ltd,Export,Product 25,5,2499.1,12495.5,1124.595,MO,Christian County/Greene County,Missouri,Midwest,37.19415,-93.2913,,5622.975,6872.525,55,March,3,2016-03
34109,SO - 0003366,16-03-2016,Zoomzone Corp,Wholesale,Product 17,8,2539.3,20314.4,1929.868,CA,Marin County,California,West,37.97361,-122.53111,,15438.944,4875.456,24,March,3,2016-03
34110,SO - 0003695,16-03-2016,Blogspan Ltd,Distributor,Product 25,12,1916.2,22994.4,1398.826,CT,Fairfield County,Connecticut,Northeast,41.39482,-73.45401,,16785.912,6208.488,27,March,3,2016-03
34111,SO - 0006754,16-03-2016,Sanum-Kehl Group,Wholesale,Product 14,11,3102.1,34123.1,2047.386,IL,DuPage County,Illinois,Midwest,41.76635,-88.2009,,22521.246,11601.854,34,March,3,2016-03
34112,SO - 0007426,16-03-2016,Aromaticos Company,Export,Product 16,6,2994.9,17969.4,2455.818,IL,Lake County,Illinois,Midwest,42.28417,-87.94521,,14734.908,3234.492,18,March,3,2016-03
34113,SO - 0009255,16-03-2016,EMD Group,Distributor,Product 25,10,1038.5,10385,571.175,NY,Erie County,New York,Northeast,42.91002,-78.74182,,5711.75,4673.25,45,March,3,2016-03
34114,SO - 0002421,17-03-2016,SEINDNI Corp,Distributor,Product 25,10,6472.2,64722,3818.598,CA,Riverside County,California,West,34.00259,-117.46761,,38185.98,26536.02,41,March,3,2016-03
34115,SO - 0003380,17-03-2016,Zoovu Corp,Wholesale,Product 10,8,5380.1,43040.8,4357.881,IN,Tippecanoe County,Indiana,Midwest,40.4167,-86.87529,,34863.048,8177.752,19,March,3,2016-03
34116,SO - 0005515,17-03-2016,Devpoint Group,Distributor,Product 5,5,3872.6,19363,1897.574,LA,Calcasieu Parish,Louisiana,South,30.22659,-93.21738,,9487.87,9875.13,51,March,3,2016-03
34117,SO - 0010248,17-03-2016,Shuffledri Group,Wholesale,Product 24,6,194.3,1165.8,157.383,NY,Nassau County,New York,Northeast,40.72593,-73.51429,,944.298,221.502,19,March,3,2016-03
34118,SO - 0002032,17-03-2016,Vinte Group,Distributor,Product 16,7,201,1407,142.71,DC,District of Columbia,District of Columbia,South,38.9041,-77.01723,,998.97,408.03,29,March,3,2016-03
34119,SO - 0003474,17-03-2016,Liberty Group,Distributor,Product 18,7,1031.8,7222.6,804.804,MN,Dakota County,Minnesota,Midwest,44.73191,-93.21772,,5633.628,1588.972,22,March,3,2016-03
34120,SO - 0005715,17-03-2016,Twinte Group,Wholesale,Product 23,9,187.6,1688.4,116.312,MA,Middlesex County,Massachusetts,Northeast,42.37649,-71.23561,,1046.808,641.592,38,March,3,2016-03
34121,SO - 0008330,17-03-2016,Cogidoo Company,Distributor,Product 1,6,2512.5,15075,1055.25,NY,Erie County,New York,Northeast,42.98337,-78.87567,,6331.5,8743.5,58,March,3,2016-03
34122,SO - 0008273,17-03-2016,Cogidoo Company,Wholesale,Product 14,12,1132.3,13587.6,600.119,CA,Placer County,California,West,38.75212,-121.28801,,7201.428,6386.172,47,March,3,2016-03
34123,SO - 0009907,17-03-2016,Aimbo Corp,Wholesale,Product 4,7,3041.8,21292.6,2555.112,FL,Miami-Dade County,Florida,South,25.75871,-80.39839,,17885.784,3406.816,16,March,3,2016-03
34124,SO - 0008107,17-03-2016,Mita Corp,Distributor,Product 12,6,2579.5,15477,1031.8,IL,Sangamon County,Illinois,Midwest,39.79106,-89.64457,,6190.8,9286.2,60,March,3,2016-03
34125,SO - 0001602,17-03-2016,Vinte Group,Distributor,Product 12,7,6157.3,43101.1,4248.537,IL,Lake County,Illinois,Midwest,42.28417,-87.94521,,29739.759,13361.341,31,March,3,2016-03
34126,SO - 0001807,17-03-2016,Fred's Company,Wholesale,Product 3,8,5326.5,42612,4207.935,VA,Roanoke city,Virginia,South,37.27097,-79.94143,,33663.48,8948.52,21,March,3,2016-03
34127,SO - 0002058,17-03-2016,NARS Group,Wholesale,Product 19,5,1051.9,5259.5,620.621,WI,Kenosha County,Wisconsin,Midwest,42.58474,-87.82119,,3103.105,2156.395,41,March,3,2016-03
34128,SO - 0002191,17-03-2016,Wordpedia Ltd,Wholesale,Product 16,8,6190.8,49526.4,2538.228,NJ,Middlesex County,New Jersey,Northeast,40.40463,-74.30854,,20305.824,29220.576,59,March,3,2016-03
34129,SO - 0002366,17-03-2016,GOOD Ltd,Wholesale,Product 1,11,194.3,2137.3,141.839,CA,Santa Clara County,California,West,37.323,-122.03218,,1560.229,577.071,27,March,3,2016-03
34130,SO - 0002678,17-03-2016,Wordware Company,Export,Product 30,8,830.8,6646.4,581.56,MO,St. Louis County,Missouri,Midwest,38.78922,-90.32261,,4652.48,1993.92,30,March,3,2016-03
34131,SO - 0003969,17-03-2016,Fred's Company,Wholesale,Product 19,8,884.4,7075.2,601.392,GA,Chatham County,Georgia,South,32.08354,-81.09983,,4811.136,2264.064,32,March,3,2016-03
34132,SO - 0004496,17-03-2016,Mycone Ltd,Distributor,Product 4,7,254.6,1782.2,208.772,MD,Baltimore County,Maryland,South,39.4015,-76.60191,,1461.404,320.796,18,March,3,2016-03
34133,SO - 0005925,17-03-2016,Ozu Ltd,Wholesale,Product 26,8,1045.2,8361.6,742.092,ND,Cass County,North Dakota,Midwest,46.87719,-96.7898,,5936.736,2424.864,29,March,3,2016-03
34134,SO - 0006603,17-03-2016,Zava Group,Distributor,Product 26,12,3664.9,43978.8,1795.801,GA,Cobb County,Georgia,South,33.88399,-84.51438,,21549.612,22429.188,51,March,3,2016-03
34135,SO - 0009342,17-03-2016,MEIJER Corp,Wholesale,Product 7,6,1152.4,6914.4,576.2,OR,Washington County,Oregon,West,45.52289,-122.98983,,3457.2,3457.2,50,March,3,2016-03
34136,SO - 000730,17-03-2016,Pixoboo Corp,Distributor,Product 25,11,3825.7,42082.7,1530.28,MA,Worcester County,Massachusetts,Northeast,42.26259,-71.80229,,16833.08,25249.62,60,March,3,2016-03
34137,SO - 0004320,17-03-2016,Actavis Company,Wholesale,Product 5,12,1078.7,12944.4,701.155,VA,Suffolk city,Virginia,South,36.72821,-76.58356,,8413.86,4530.54,35,March,3,2016-03
34138,SO - 0005584,17-03-2016,Realpoint Corp,Wholesale,Product 18,5,187.6,938,138.824,AZ,Yuma County,Arizona,West,32.72532,-114.6244,,694.12,243.88,26,March,3,2016-03
34139,SO - 0005905,17-03-2016,Browsetype Corp,Distributor,Product 25,8,1011.7,8093.6,576.669,IN,Marion County,Indiana,Midwest,39.77485,-86.13949,,4613.352,3480.248,43,March,3,2016-03
34140,SO - 0007198,17-03-2016,WOCKHARDT Group,Wholesale,Product 16,12,804,9648,498.48,OK,Canadian County/Pottawatomie County/Oklahoma County/Cleveland County,Oklahoma,South,35.46708,-97.51366,,5981.76,3666.24,38,March,3,2016-03
34141,SO - 0007700,17-03-2016,Centizu Company,Wholesale,Product 16,8,850.9,6807.2,578.612,OH,Clark County,Ohio,Midwest,39.92423,-83.80882,,4628.896,2178.304,32,March,3,2016-03
34142,SO - 0009072,17-03-2016,Topiczoom Corp,Wholesale,Product 30,5,1025.1,5125.5,584.307,CA,Riverside County,California,West,33.74752,-116.97197,,2921.535,2203.965,43,March,3,2016-03
34143,SO - 0001023,17-03-2016,NCS Group,Distributor,Product 2,5,214.4,1072,130.784,OK,Oklahoma County,Oklahoma,South,35.44951,-97.3967,,653.92,418.08,39,March,3,2016-03
34144,SO - 0002679,17-03-2016,Realbuzz Ltd,Distributor,Product 15,8,924.6,7396.8,711.942,KS,Johnson County,Kansas,Midwest,38.95362,-94.73357,,5695.536,1701.264,23,March,3,2016-03
34145,SO - 0004558,17-03-2016,SAFEWAY Ltd,Wholesale,Product 15,8,3872.6,30980.8,1742.67,RI,Providence County,Rhode Island,Northeast,41.82399,-71.41283,,13941.36,17039.44,55,March,3,2016-03
34146,SO - 0004859,17-03-2016,SAFEWAY Ltd,Wholesale,Product 2,6,2425.4,14552.4,1164.192,NC,Cabarrus County,North Carolina,South,35.40875,-80.57951,,6985.152,7567.248,52,March,3,2016-03
34147,SO - 0006796,17-03-2016,Brightdog Corp,Wholesale,Product 3,10,5735.2,57352,4416.104,FL,Lee County,Florida,South,26.62535,-81.6248,,44161.04,13190.96,23,March,3,2016-03
34148,SO - 0007425,17-03-2016,Deseret Group,Distributor,Product 10,7,1902.8,13319.6,1065.568,NJ,Hudson County,New Jersey,Northeast,40.79416,-74.02495,,7458.976,5860.624,44,March,3,2016-03
34149,SO - 0007673,17-03-2016,Centizu Company,Wholesale,Product 20,5,247.9,1239.5,111.555,IL,Kendall County/Will County,Illinois,Midwest,41.5177,-88.14885,,557.775,681.725,55,March,3,2016-03
34150,SO - 0010260,17-03-2016,Pacific Ltd,Distributor,Product 13,10,1855.9,18559,1113.54,NY,Oneida County,New York,Northeast,43.1009,-75.23266,,11135.4,7423.6,40,March,3,2016-03
34151,SO - 000364,17-03-2016,Organon Corp,Distributor,Product 29,8,1802.3,14418.4,1153.472,MN,Hennepin County,Minnesota,Midwest,45.09413,-93.35634,,9227.776,5190.624,36,March,3,2016-03
34152,SO - 0005045,17-03-2016,Skidoo Company,Distributor,Product 5,11,5460.5,60065.5,2348.015,CA,Kern County,California,West,35.76884,-119.24705,,25828.165,34237.335,57,March,3,2016-03
34153,SO - 0005285,17-03-2016,Skyvu Group,Wholesale,Product 17,9,1038.5,9346.5,498.48,NJ,Essex County,New Jersey,Northeast,40.72386,-74.23252,,4486.32,4860.18,52,March,3,2016-03
34154,SO - 0009853,17-03-2016,GOOD Ltd,Wholesale,Product 6,12,1721.9,20662.8,964.264,CA,Sacramento County,California,West,38.70712,-121.28106,,11571.168,9091.632,44,March,3,2016-03
